VTD,B02001e1,B02008e1,B02009e1,B02010e1,B02011e1,B02012e1,B02013e1,B03002e1,B03003e1,B17017e1,B17021e1,B19301e1,C17002e1,VTD.1,ID
42035120FLEMINGTON BOROUGH Voting District,1252.15158124,1238.15158124,14.0,2.0,1.57906215921,1.57906215921,0.0,1252.15158124,1252.15158124,581.338058888,1243.62486369,37397.7938931,1243.62486369,42035120FLEMINGTON BOROUGH Voting District,3024
42035130GALLAGHER TWP Voting District,378.013066202,376.021777003,0.0,1.99128919861,0.0,0.0,0.0,378.013066202,378.013066202,158.307491289,378.013066202,8019.91724739,378.013066202,42035130GALLAGHER TWP Voting District,3025
42035140GREENE TWP Voting District,2120.0,2105.0,14.0,5.0,3.0,0.0,0.0,2120.0,2120.0,693.0,2106.0,39073.0,2106.0,42035140GREENE TWP Voting District,3026
42035150GRUGAN TWP Voting District,50.600174216,50.3336236934,0.0,0.266550522648,0.0,0.0,0.0,50.600174216,50.600174216,21.1907665505,50.600174216,1073.53222997,50.600174216,42035150GRUGAN TWP Voting District,3027
42035160LAMAR TWP Voting District,2503.0,2498.0,0.0,0.0,5.0,0.0,0.0,2503.0,2503.0,1090.0,2503.0,48191.0,2503.0,42035160LAMAR TWP Voting District,3028
42035170LEIDY TWP Voting District,104.814814815,104.814814815,0.0,0.0,0.0,0.0,0.0,104.814814815,104.814814815,51.4814814815,104.814814815,6972.22222222,104.814814815,42035170LEIDY TWP Voting District,3029
42035180LOCK HAVEN WD 01,1459.74475524,1451.38811189,43.3566433566,20.1293706294,0.0,0.0,0.0,1459.74475524,1459.74475524,656.417832168,1459.74475524,24002.298951,1459.74475524,42035180LOCK HAVEN WD 01,3030
42035190LOCK HAVEN WD 02,481.798168189,472.584045885,6.77096685217,17.8706293706,3.28886310905,0.0,0.0,481.798168189,481.798168189,251.164534421,481.798168189,9032.52587494,481.798168189,42035190LOCK HAVEN WD 02,3031
42035200LOCK HAVEN WD 03,3737.34122781,3431.56122919,216.63988778,20.494770716,56.3048617502,0.0,47.5478680611,3737.34122781,3737.34122781,827.220529629,1946.09826723,18756.5798401,1946.09826723,42035200LOCK HAVEN WD 03,3032
42035210LOCK HAVEN WD 04,2474.4640558,2467.25493033,17.3958959033,6.59143968872,14.4182509506,0.0,0.0,2474.4640558,2474.4640558,930.351042899,2401.4640558,41710.3907867,2401.4640558,42035210LOCK HAVEN WD 04,3033
42035220LOCK HAVEN WD 05,1490.65179295,1430.2116827,52.836606108,8.91378959527,6.98802419022,0.0,10.4521319389,1490.65179295,1490.65179295,463.846060882,1096.89475353,17971.2045471,1096.89475353,42035220LOCK HAVEN WD 05,3034
42035230LOGAN TWP Voting District,675.0,646.0,6.0,0.0,3.0,0.0,23.0,675.0,675.0,238.0,666.0,18859.0,666.0,42035230LOGAN TWP Voting District,3035
42035250MILL HALL BOROUGH Voting District,1461.94482331,1405.81897086,22.2721636702,15.1450712957,29.3992560446,0.0,9.79975201488,1461.94482331,1461.94482331,587.985120893,1453.03595784,16926.8443893,1453.03595784,42035250MILL HALL BOROUGH Voting District,3037
42035260NOYES TWP Voting District,337.230031949,337.230031949,0.0,0.0,0.0,0.0,0.0,337.230031949,337.230031949,157.019169329,337.230031949,8290.0798722,337.230031949,42035260NOYES TWP Voting District,3038
42035280PINE CREEK TWP VTD 01,3493.58331308,3468.11560706,6.55011135857,24.4677060134,1.0,0.0,0.0,3493.58331308,3493.58331308,1553.67437454,3465.24171105,77670.4104654,3465.24171105,42035280PINE CREEK TWP VTD 01,3039
42035290PINE CREEK TWP VTD 02,1429.41668692,1423.88439294,10.4498886414,5.53229398664,0.0,0.0,0.0,1429.41668692,1429.41668692,625.325625457,1407.75828895,35365.5895346,1407.75828895,42035290PINE CREEK TWP VTD 02,3040
42035300PORTER TWP Voting District,1768.0,1765.0,0.0,0.0,1.0,0.0,2.0,1768.0,1768.0,727.0,1765.0,20138.0,1765.0,42035300PORTER TWP Voting District,3041
42035310RENOVO BOROUGH Voting District,1243.0,1243.0,0.0,4.0,0.0,0.0,0.0,1243.0,1243.0,590.0,1239.0,12757.0,1239.0,42035310RENOVO BOROUGH Voting District,3042
42035340SOUTH RENOVO BOROUGH Voting District,581.0,573.0,4.0,0.0,8.0,1.0,0.0,581.0,581.0,213.0,499.0,16895.0,499.0,42035340SOUTH RENOVO BOROUGH Voting District,3043
42035350WAYNE TWP Voting District,1683.83193277,1378.67466987,208.739495798,3.97599039616,61.6278511405,0.0,47.7118847539,1683.83193277,1683.83193277,520.854741897,1223.61104442,19305.4213685,1223.61104442,42035350WAYNE TWP Voting District,3044
42035360WEST KEATING TWP Voting District,16.8868312757,16.8868312757,0.0,0.0,0.0,0.0,0.0,16.8868312757,16.8868312757,8.29423868313,16.8868312757,1123.30246914,16.8868312757,42035360WEST KEATING TWP Voting District,3045
42035370WOODWARD TWP Voting District,2187.37737259,2182.67528199,0.0,14.7020905923,0.0,0.0,4.0,2187.37737259,2187.37737259,943.951795311,2182.37737259,53735.5393522,2182.37737259,42035370WOODWARD TWP Voting District,3046
4203510ALLISON TWP Voting District,169.848418757,169.848418757,0.0,0.0,0.420937840785,0.420937840785,0.0,169.848418757,169.848418757,81.6619411123,168.375136314,5034.20610687,168.375136314,4203510ALLISON TWP Voting District,3047
4203530BALD EAGLE TWP Voting District,2268.57478453,2258.82710757,20.2219539769,4.72845811604,12.2213321907,0.0,1.20024798512,2268.57478453,2268.57478453,875.531545774,2239.45325784,46543.0360028,2239.45325784,4203530BALD EAGLE TWP Voting District,3049
4203550BEECH CREEK BOROUGH Voting District,623.0,623.0,0.0,5.0,0.0,0.0,0.0,623.0,623.0,284.0,623.0,21142.0,623.0,4203550BEECH CREEK BOROUGH Voting District,3050
4203540BEECH CREEK TWP Voting District,927.0,927.0,0.0,0.0,0.0,0.0,0.0,927.0,927.0,360.0,927.0,20119.0,927.0,4203540BEECH CREEK TWP Voting District,3051
4203560CASTANEA TWP Voting District,1109.0,1091.0,27.0,0.0,0.0,0.0,6.0,1109.0,1109.0,525.0,1109.0,19851.0,1109.0,4203560CASTANEA TWP Voting District,3052
4203570CHAPMAN TWP Voting District,704.662972166,704.662972166,0.0,0.0,0.0,0.0,0.0,704.662972166,704.662972166,332.059019971,704.662972166,23818.3151895,704.662972166,4203570CHAPMAN TWP Voting District,3053
4203580COLEBROOK TWP Voting District,245.920287627,244.753747353,0.505882352941,1.16654027465,0.379411764706,0.0,0.0,245.920287627,245.920287627,99.168873403,244.950679784,5138.00026986,244.950679784,4203580COLEBROOK TWP Voting District,3054
4203590CRAWFORD TWP Voting District,1001.0,1001.0,0.0,0.0,0.0,0.0,0.0,1001.0,1001.0,363.0,998.0,19984.0,998.0,4203590CRAWFORD TWP Voting District,3055
42035100DUNNSTABLE TWP Voting District,984.737558752,978.894821657,1.26050420168,11.0240096038,4.37214885954,0.0,0.288115246098,984.737558752,984.737558752,425.009664883,981.958447108,32103.7091399,981.958447108,42035100DUNNSTABLE TWP Voting District,3056
42035110EAST KEATING TWP Voting District,6.40534979424,6.40534979424,0.0,0.0,0.0,0.0,0.0,6.40534979424,6.40534979424,3.14609053498,6.40534979424,426.080246914,6.40534979424,42035110EAST KEATING TWP Voting District,3057
4203710BEAVER TWP,891.283857729,891.283857729,0.0,10.6627906977,0.0,0.0,0.0,891.283857729,891.283857729,337.445964432,891.283857729,13106.4514364,891.283857729,4203710BEAVER TWP,3058
4203720BENTON TWP,2110.0,2099.0,9.0,3.0,0.0,0.0,11.0,2110.0,2110.0,886.0,2110.0,41211.0,2110.0,4203720BENTON TWP,3059
4203745BERWICK 1ST WARD,3439.0,3439.0,0.0,0.0,0.0,0.0,0.0,3439.0,3439.0,1508.0,3197.0,71723.0,3197.0,4203745BERWICK 1ST WARD,3061
4203790BERWICK 3RD WARD,2719.74210833,2719.74210833,30.5062144799,12.5684210526,0.0,0.0,0.0,2719.74210833,2719.74210833,1067.2601336,2567.91827743,29643.1289094,2567.91827743,4203790BERWICK 3RD WARD,3062
42037110BERWICK 4TH WARD,2962.71447664,2940.71447664,37.2975352113,0.0,22.0,0.0,0.0,2962.71447664,2962.71447664,1297.3687606,2913.69382397,42835.1321256,2913.69382397,42037110BERWICK 4TH WARD,3063
4203770BERWICK WD 02,1459.54341503,1459.54341503,31.1962503089,29.4315789474,0.0,0.0,0.0,1459.54341503,1459.54341503,611.371105795,1455.3878986,28381.7389649,1455.3878986,4203770BERWICK WD 02,3064
42037130BLOOMSBURG 1ST WARD,2422.20418572,2275.17455041,136.405290797,104.167544784,20.3839441536,1.81132075472,0.0,2422.20418572,2422.20418572,1065.6544287,2422.20418572,39053.0796514,2422.20418572,42037130BLOOMSBURG 1ST WARD,3065
42037140BLOOMSBURG 2ND WARD,1971.31309634,1891.40236936,79.0023464679,23.2841479388,0.600401606426,14.1886792453,9.03391888166,1971.31309634,1971.31309634,854.449767407,1718.43991508,33518.5553856,1718.43991508,42037140BLOOMSBURG 2ND WARD,3066
42037180BLOOMSBURG 4TH WARD,2453.5049505,2370.23267327,79.495049505,65.495049505,14.0,0.0,38.3613861386,2453.5049505,2453.5049505,1076.35148515,2453.5049505,71398.2920792,2453.5049505,42037180BLOOMSBURG 4TH WARD,3067
42037150BLOOMSBURG TOWN DIST 03 ED 01,7451.97776744,6813.19040697,477.097313231,70.0532577722,58.01565424,0.0,103.60469498,7451.97776744,7451.97776744,1571.54431874,4102.85094871,56291.0728838,4102.85094871,42037150BLOOMSBURG TOWN DIST 03 ED 01,3068
42037220BRIAR CREEK TWP VTD NORTHEAST,1461.0,1461.0,0.0,0.0,0.0,0.0,0.0,1461.0,1461.0,665.0,1461.0,53244.0,1461.0,42037220BRIAR CREEK TWP VTD NORTHEAST,3070
42037235BRIAR CREEK TWP VTD WEST,1425.84301977,1398.13181546,0.0,33.807669263,6.09646494907,0.0,0.0,1425.84301977,1425.84301977,584.860395446,1425.84301977,39463.5991612,1425.84301977,42037235BRIAR CREEK TWP VTD WEST,3071
42037250BRIAR CREEK,640.623127621,620.850808868,0.0,24.1222288796,4.34991012582,0.0,0.0,640.623127621,640.623127621,272.462552427,640.623127621,7742.04913122,640.623127621,42037250BRIAR CREEK,3072
42037270CATAWISSA BOROUGH,1580.0,1539.0,28.0,5.0,0.0,0.0,13.0,1580.0,1580.0,680.0,1580.0,18478.0,1580.0,42037270CATAWISSA BOROUGH,3073
42037260CATAWISSA TWP,1016.20071205,1001.54186763,19.2808209173,2.1008984105,0.0,0.0,0.0,1016.20071205,1016.20071205,394.459793592,1009.44431394,19626.3718981,1009.44431394,42037260CATAWISSA TWP,3074
42037310CLEVELAND TWP,989.0,960.0,34.0,0.0,0.0,0.0,6.0,989.0,989.0,357.0,989.0,24974.0,989.0,42037310CLEVELAND TWP,3076
42037330CONYNGHAM TOWNSHIP,688.0,688.0,0.0,0.0,0.0,0.0,0.0,688.0,688.0,275.0,688.0,22442.0,688.0,42037330CONYNGHAM TOWNSHIP,3077
42037370FISHING CREEK TOWNSHIP,1750.0,1711.0,33.0,0.0,15.0,0.0,0.0,1750.0,1750.0,667.0,1730.0,22657.0,1730.0,42037370FISHING CREEK TOWNSHIP,3078
42037390FRANKLIN TWP,627.710900474,616.995260664,10.7156398104,0.0,0.0,0.0,0.0,627.710900474,627.710900474,249.843601896,615.303317536,14070.1990521,615.303317536,42037390FRANKLIN TWP,3079
42037375GREENWOOD TWP,1724.68237705,1709.72848361,0.0,0.0,0.0,0.0,14.9538934426,1724.68237705,1724.68237705,686.882172131,1722.68852459,29844.9805328,1722.68852459,42037375GREENWOOD TWP,3080
42037420HEMLOCK TOWNSHIP,1976.0,1838.0,63.0,0.0,75.0,0.0,0.0,1976.0,1976.0,772.0,1976.0,32081.0,1976.0,42037420HEMLOCK TOWNSHIP,3081
42037440JACKSON TWP,532.204217536,514.139844617,3.47391786903,11.1165371809,6.94783573807,0.0,2.77913429523,532.204217536,532.204217536,244.56381798,532.204217536,18307.5471698,532.204217536,42037440JACKSON TWP,3082
42037425LOCUST TWP,1573.0,1573.0,0.0,5.0,0.0,0.0,0.0,1573.0,1573.0,648.0,1573.0,47369.0,1573.0,42037425LOCUST TWP,3083
42037470MADISON TWP,1568.0,1561.0,0.0,11.0,7.0,0.0,0.0,1568.0,1568.0,651.0,1566.0,25226.0,1566.0,42037470MADISON TWP,3084
42037480MAIN TWP,1354.61644503,1335.29668465,21.0035392723,6.84226705712,4.69424460432,0.0,0.0,1354.61644503,1354.61644503,513.02682034,1351.78042608,25750.2714959,1351.78042608,42037480MAIN TWP,3085
42037490MIFFLIN TWP,2470.47194245,2303.16618705,0.0,17.0568345324,167.305755396,0.0,0.0,2470.47194245,2470.47194245,885.669784173,2470.47194245,53034.157554,2470.47194245,42037490MIFFLIN TWP,3086
42037500MILLVILLE,960.0,849.0,99.0,0.0,12.0,0.0,0.0,960.0,960.0,361.0,789.0,18714.0,789.0,42037500MILLVILLE,3087
42037510MONTOUR TWP,1270.0,1263.0,0.0,0.0,0.0,0.0,10.0,1270.0,1270.0,520.0,1270.0,23434.0,1270.0,42037510MONTOUR TWP,3088
42037520MT. PLEASANT TWP,1629.0,1613.0,7.0,7.0,0.0,0.0,16.0,1629.0,1629.0,603.0,1621.0,26448.0,1621.0,42037520MT. PLEASANT TWP,3089
42037530NORTH CENTRE TWP,2087.228958,2058.13845714,14.8378042922,23.8283062645,29.7198660631,0.0,1.50266808965,2087.228958,2087.228958,808.921586021,2057.01444359,54511.0697003,2057.01444359,42037530NORTH CENTRE TWP,3090
42037540ORANGE TWP,1949.0,1909.0,0.0,0.0,35.0,0.0,5.0,1949.0,1949.0,724.0,1775.0,26092.0,1775.0,42037540ORANGE TWP,3091
42037535PINE TWP,963.317622951,947.271516393,0.0,0.0,5.0,0.0,11.0461065574,963.317622951,963.317622951,411.117827869,957.31147541,22563.0194672,957.31147541,42037535PINE TWP,3093
42037580ROARING CREEK TWP,529.716142271,529.716142271,0.0,6.33720930233,0.0,0.0,0.0,529.716142271,529.716142271,200.554035568,529.716142271,7789.54856361,529.716142271,42037580ROARING CREEK TWP,3094
42037590SCOTT TWP VTD EAST,3014.11002459,2838.05708907,95.3840230991,4.21944177093,72.4937439846,0.0,3.95572666025,3014.11002459,3014.11002459,1378.50702628,3014.11002459,45018.6960595,3014.11002459,42037590SCOTT TWP VTD EAST,3095
42037610SCOTT TWP VTD WEST,2204.29077251,2110.69888646,28.858057113,7.8550431099,52.3176700293,0.0,12.7629719489,2204.29077251,2204.29077251,890.941744104,2138.50528692,72911.9582112,2138.50528692,42037610SCOTT TWP VTD WEST,3096
42037620SOUTH CENTRE TWP,2008.90409751,1976.122943,8.92011549567,8.16731071207,12.0223448481,0.0,4.77863330125,2008.90409751,2008.90409751,841.306695722,2008.90409751,26720.6277367,2008.90409751,42037620SOUTH CENTRE TWP,3097
42037640SUGARLOAF TWP,767.795782464,759.860155383,1.52608213097,4.88346281909,3.05216426193,0.0,1.22086570477,767.795782464,767.795782464,322.43618202,767.795782464,27590.4528302,767.795782464,42037640SUGARLOAF TWP,3099
42039460SUMMIT TWP Voting District,1738.15940396,1736.26668301,1.79268292683,8.12949640288,0.0,0.0,17.0,1738.15940396,1738.15940396,777.895561656,1689.38242554,35429.2004253,1689.38242554,42039460SUMMIT TWP Voting District,3100
42039470TITUSVILLE WD 01 PCT 01,971.53438341,942.033298812,48.1959147641,1.73535791757,13.0151843818,0.0,0.0,971.53438341,971.53438341,357.247273046,971.53438341,13187.1683988,971.53438341,42039470TITUSVILLE WD 01 PCT 01,3101
42039480TITUSVILLE WD 01 PCT 02,930.229174073,929.971039583,10.0687273183,0.0151843817787,0.113882863341,0.0,0.0,930.229174073,930.229174073,481.968562095,930.229174073,15625.1537271,930.229174073,42039480TITUSVILLE WD 01 PCT 02,3102
42039490TITUSVILLE WD 02 PCT 01,936.236442516,931.995661605,6.73535791757,0.249457700651,1.87093275488,0.0,0.0,936.236442516,936.236442516,373.784164859,894.236442516,22961.6778742,894.236442516,42039490TITUSVILLE WD 02 PCT 01,3103
42039500TITUSVILLE WD 02 PCT 02,1415.20450607,1402.20450607,0.0,0.0,13.0,0.0,18.0,1415.20450607,1415.20450607,577.842287695,1415.20450607,29144.3968804,1415.20450607,42039500TITUSVILLE WD 02 PCT 02,3104
42039510TITUSVILLE WD 03,366.881801126,342.900562852,23.9812382739,0.0,0.0,0.0,0.0,366.881801126,366.881801126,188.735459662,366.881801126,4515.01313321,366.881801126,42039510TITUSVILLE WD 03,3105
42039520TITUSVILLE WD 04,811.118198874,758.099437148,53.0187617261,0.0,0.0,0.0,0.0,811.118198874,811.118198874,417.264540338,811.118198874,9981.98686679,811.118198874,42039520TITUSVILLE WD 04,3106
42039530TITUSVILLE WD 05,269.795493934,269.795493934,0.0,0.0,0.0,0.0,0.0,269.795493934,269.795493934,127.157712305,269.795493934,19198.6031196,269.795493934,42039530TITUSVILLE WD 05,3107
42039550TROY TWP Voting District,1332.75724638,1307.61594203,6.84173254282,6.09041501976,8.4347826087,0.0,17.3967391304,1332.75724638,1332.75724638,498.06472332,1329.40480896,29165.3254282,1329.40480896,42039550TROY TWP Voting District,3109
42039560UNION TWP Voting District,990.0,962.0,13.0,10.0,5.0,0.0,4.0,990.0,990.0,372.0,986.0,17653.0,986.0,42039560UNION TWP Voting District,3110
42039570VENANGO TWP Voting District,984.033984962,974.986165414,9.19007518797,3.9169924812,4.43007518797,0.0,3.92,984.033984962,984.033984962,372.847819549,963.035488722,11898.6457143,963.035488722,42039570VENANGO TWP Voting District,3111
42039580VENANGO Voting District,245.740601504,243.228383459,1.4844924812,1.37030075188,1.4844924812,0.0,0.0,245.740601504,245.740601504,93.6372180451,245.055451128,2573.19642857,245.055451128,42039580VENANGO Voting District,3112
42039590VERNON TWP DIST 01,1646.75666751,1645.15666751,1.34153846154,13.0615384615,0.258461538462,0.0,0.0,1646.75666751,1646.75666751,799.285564781,1646.75666751,44441.6596904,1646.75666751,42039590VERNON TWP DIST 01,3113
42039600VERNON TWP DIST 02,3957.24333249,3814.84333249,107.658461538,4.93846153846,34.7415384615,0.0,0.0,3957.24333249,3957.24333249,1843.71443522,3957.24333249,77448.3403096,3957.24333249,42039600VERNON TWP DIST 02,3114
42039610WAYNE TWP Voting District,1407.11944621,1399.12452425,7.89453586735,0.562162162162,2.05896215217,0.0,0.0,1407.11944621,1407.11944621,504.855648436,1400.26443003,18961.5484075,1400.26443003,42039610WAYNE TWP Voting District,3115
42039620WEST FALLOWFIELD TWP Voting District,508.589412085,505.81178552,2.72727272727,6.70658682635,0.0,0.838323353293,2.72727272727,508.589412085,508.589412085,180.999591726,508.589412085,10384.2304028,508.589412085,42039620WEST FALLOWFIELD TWP Voting District,3116
42039630WEST MEAD TWP DIST 01,3238.15673981,3080.1630094,87.6238244514,16.1097178683,33.2946708464,0.0,23.0,3238.15673981,3238.15673981,1424.85893417,3235.93730408,110818.702194,3235.93730408,42039630WEST MEAD TWP DIST 01,3117
42039640WEST MEAD TWP DIST 02,2046.81176001,1997.61431395,47.5673520192,4.89028213166,5.70532915361,0.0,0.0,2046.81176001,2046.81176001,841.239308086,1900.44296046,65141.1780702,1900.44296046,42039640WEST MEAD TWP DIST 02,3118
42039650WEST SHENANGO TWP Voting District,610.292633703,606.224016145,9.6629667003,0.508577194753,0.0,0.0,0.508577194753,610.292633703,610.292633703,234.454086781,610.292633703,11403.8264379,610.292633703,42039650WEST SHENANGO TWP Voting District,3119
42039660WOODCOCK TWP Voting District,3094.22436975,3031.09378151,30.9642857143,28.6785714286,15.4285714286,0.0,2.63058823529,3094.22436975,3094.22436975,1099.38994398,2838.01008403,55002.0767507,2838.01008403,42039660WOODCOCK TWP Voting District,3120
42039670WOODCOCK Voting District,158.847058824,158.477647059,0.0,0.0,0.0,0.0,0.369411764706,158.847058824,158.847058824,55.288627451,158.847058824,2377.78039216,158.847058824,42039670WOODCOCK Voting District,3121
4203910ATHENS TWP Voting District,803.0,803.0,0.0,0.0,0.0,0.0,3.0,803.0,803.0,287.0,803.0,18381.0,803.0,4203910ATHENS TWP Voting District,3126
4203920BEAVER TWP Voting District,772.0,770.0,5.0,0.0,0.0,0.0,0.0,772.0,772.0,284.0,772.0,17173.0,772.0,4203920BEAVER TWP Voting District,3127
4203930BLOOMFIELD TWP Voting District,2093.0,2061.0,11.0,19.0,0.0,0.0,18.0,2093.0,2093.0,826.0,2081.0,37490.0,2081.0,4203930BLOOMFIELD TWP Voting District,3128
4203940BLOOMING VALLEY Voting District,426.545714286,417.398571429,0.962857142857,0.0,8.18428571429,0.0,0.0,426.545714286,426.545714286,153.094285714,424.138571429,10353.1214286,424.138571429,4203940BLOOMING VALLEY Voting District,3129
4203950CAMBRIDGE TWP Voting District,3888.77041926,3586.33619642,282.879044599,38.2724915238,18.0721240602,0.0,3.86686031266,3888.77041926,3888.77041926,1245.46723883,3150.7907576,48704.8050558,3150.7907576,4203950CAMBRIDGE TWP Voting District,3130
4203970CENTERVILLE Voting District,212.039957939,208.143007361,2.29232386961,1.83385909569,3.66771819138,0.0,1.60462670873,212.039957939,212.039957939,73.5835962145,212.039957939,3793.79600421,212.039957939,4203970CENTERVILLE Voting District,3131
4203980COCHRANTON Voting District,968.636293436,961.692664093,2.60386100386,24.3027027027,4.33976833977,0.0,0.0,968.636293436,968.636293436,403.598455598,968.636293436,19795.419305,968.636293436,4203980COCHRANTON Voting District,3132
4203990CONNEAUT TWP Voting District,1445.24324324,1445.24324324,0.0,0.0,0.0,0.0,0.0,1445.24324324,1445.24324324,533.135135135,1436.24324324,26355.3378378,1436.24324324,4203990CONNEAUT TWP Voting District,3133
42039110CONNEAUTVILLE Voting District,864.843484594,856.740094445,7.49578874414,2.47183098592,10.5557859249,0.0,1.02085070892,864.843484594,864.843484594,297.669131553,790.841481751,11161.0980982,790.841481751,42039110CONNEAUTVILLE Voting District,3134
42039120CUSSEWAGO TWP Voting District,1555.11046617,1540.87301504,14.7197406015,6.09523308271,6.90945488722,0.0,6.432,1555.11046617,1555.11046617,589.099593985,1520.82170677,18900.3667143,1520.82170677,42039120CUSSEWAGO TWP Voting District,3135
42039130EAST FAIRFIELD TWP Voting District,992.575992365,987.087831331,3.51592555637,0.579350136654,2.47785345538,0.0,0.0,992.575992365,992.575992365,365.777450002,985.575992365,23166.181875,985.575992365,42039130EAST FAIRFIELD TWP Voting District,3136
42039140EAST FALLOWFIELD TWP Voting District,1407.41058792,1398.18821448,5.27272727273,25.2934131737,0.0,3.16167664671,5.27272727273,1407.41058792,1407.41058792,489.000408274,1407.41058792,25850.7695972,1407.41058792,42039140EAST FALLOWFIELD TWP Voting District,3137
